"","heure_solaire","mois","SAP_FLOW"
"357",2017-10-23 10:00:00,"11",0.0844398515228174
"358",2017-10-23 10:30:00,"11",0.0784963867093254
"359",2017-10-23 11:00:00,"11",0.0699929426825397
"360",2017-10-23 11:30:00,"11",0.0600386493680556
"361",2017-10-23 12:00:00,"11",0.0488985739652778
"362",2017-10-23 12:30:00,"11",0.0474654929980159
"363",2017-10-23 13:00:00,"11",0.0403613163373016
"364",2017-10-23 13:30:00,"11",0.0362117348412698
"365",2017-10-23 14:00:00,"11",0.0323137155704365
"366",2017-10-23 14:30:00,"11",0.0328774640833333
"367",2017-10-23 15:00:00,"11",0.0351258178065476
"368",2017-10-23 15:30:00,"11",0.0373313209246032
"369",2017-10-23 16:00:00,"11",0.0420677974017857
"370",2017-10-23 16:30:00,"11",0.0470619939980159
"371",2017-10-23 17:00:00,"11",0.0525014257797619
"372",2017-10-23 17:30:00,"11",0.0591460456498016
"373",2017-10-23 18:00:00,"11",0.0653641850664683
"374",2017-10-23 18:30:00,"11",0.0732135890654762
"375",2017-10-23 19:00:00,"11",0.0794924359573413
"376",2017-10-23 19:30:00,"11",0.083966580469246
"377",2017-10-23 20:00:00,"11",0.0892993918313492
"378",2017-10-23 20:30:00,"11",0.0954935153134921
"379",2017-10-23 21:00:00,"11",0.0994339949047619
"380",2017-10-23 21:30:00,"11",0.102246707823413
"381",2017-10-23 22:00:00,"11",0.105087931751984
"382",2017-10-23 22:30:00,"11",0.108505111618055
"383",2017-10-23 23:00:00,"11",0.110031426280754
"384",2017-10-23 23:30:00,"11",0.111106853930556
